r0 [AU],vr0 [km/s],vt0 [km/s],r1 [AU],t1 [AU],n1 [AU],vr1 [km/s],vt1 [km/s],vn1 [km/s],tof [days]
3.0,0.0,17.196077467085647,1.944207829288663,2.172263341525942,0.0,-12.998378772291996,11.633741312136332,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.180426606832065,0.0,-13.006463240839537,11.597394558001303,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.1885898721381873,0.0,-13.014387719007322,11.561176819287892,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.196753137444309,0.0,-13.022153754895117,11.525088027834755,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.2049164027504315,0.0,-13.029762884810092,11.489128106091712,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.213079668056554,0.0,-13.03721663329148,11.453296967314577,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.2212429333626766,0.0,-13.04451651313702,11.417594515757251,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.229406198668799,0.0,-13.05166402543125,11.382020646861209,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.2375694639749213,0.0,-13.058660659575509,11.34657524744229,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.245732729281044,0.0,-13.065507893319584,11.31125819587492,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.2538959945871664,0.0,-13.07220719279505,11.27606936227368,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.262059259893289,0.0,-13.078760012550086,11.24100860867231,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.2702225251994115,0.0,-13.085167795585871,11.20607578920014,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.278385790505534,0.0,-13.091431973394393,11.171270750255978,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.2865490558116566,0.0,-13.097553965997694,11.136593330679457,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.2947123211177787,0.0,-13.10353518198847,11.102043361919891,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.302875586423901,0.0,-13.109377018571951,11.067620668202643,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.3110388517300233,0.0,-13.115080861609089,11.033325066693012,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.319202117036146,0.0,-13.120648085660932,10.99915636765768,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.327365382342269,0.0,-13.126080054034146,10.965114374623765,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.3355286476483914,0.0,-13.131378118827708,10.931198884535444,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.343691912954514,0.0,-13.136543620980644,10.897409687908196,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.351855178260636,0.0,-13.141577890320804,10.86374656898071,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.360018443566758,0.0,-13.146482245614685,10.830209305864466,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.3681817088728807,0.0,-13.151257994618096,10.796797670690948,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.3763449741790033,0.0,-13.15590643412786,10.763511429756656,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.3845082394851262,0.0,-13.16042885003431,10.730350343665778,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.392671504791248,0.0,-13.16482651737466,10.697314167470685,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.4008347700973705,0.0,-13.169100700387142,10.66440265081012,0.0,250.0
3.0,0.0,17.196077467085647,1.944207829288663,2.408998035403493,0.0,-13.173252652565957,10.6316155380453,0.0,250.0
3.0,0.0,17.196077467085647,1.9523710945947856,2.0089980354034926,0.0,-12.761669948105236,12.40196112010408,0.0,250.0
